Number,Name,Brand,Release_Year,Concentration,Rating_Value,Rating_Count,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,Perfumers,URL
NA,Allure Homme Chanel 1999 Eau de Toilette,Chanel,1999,Eau de Toilette,8,934,"Woody, Spicy, Fresh, Sweet, Citrus","Bergamot, Lavender, Peach, Ginger, Lemon, Mandarin orange","Pepper, Cedar, Freesia, Jasmine, Patchouli, Rosewood, Vetiver, Aniseed, Gardenia, Rose","Sandalwood, Tonka bean, Amber, Musk, Oakmoss, Vanilla, Benzoin, Coconut, Leather",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Allure_Homme
NA,Allure Homme Chanel 1999 Lotion Après Rasage,Chanel,1999,Lotion Après Rasage,7.6,11,"Spicy, Woody, Fruity, Fresh, Floral","Bergamot, Lavender, Peach, Ginger, Lemon, Mandarin orange","Pepper, Cedar, Freesia, Jasmine, Patchouli, Rosewood, Vetiver, Aniseed, Gardenia, Rose","Sandalwood, Tonka bean, Amber, Musk, Oakmoss, Vanilla, Benzoin, Coconut, Leather",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/allure-homme-lotion-apres-rasage
NA,Allure Homme Chanel All-Over Spray,Chanel,NA,All-Over Spray,8,2,"Sweet, Woody, Fresh, Powdery, Spicy","Bergamot, Lavender, Peach, Ginger, Lemon, Mandarin orange","Pepper, Cedar, Freesia, Jasmine, Patchouli, Rosewood, Vetiver, Aniseed, Gardenia, Rose","Sandalwood, Tonka bean, Amber, Musk, Oakmoss, Vanilla, Benzoin, Coconut, Leather",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/allure-homme-all-over-spray
NA,Allure Homme Eau Fraîchissante pour l'Été,Chanel,2002,NA,7.2,9,"Fresh, Citrus, Woody, Floral, Spicy","Orange, Bergamot, Mandarin orange, Aldehydes","Cedar, Vetiver","Labdanum, Pink pepper, Tonka bean",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Allure_Homme_Eau_Fraichissante_pour_l_Ete
NA,Allure Homme Sport Chanel 2004 Eau de Toilette,Chanel,2004,Eau de Toilette,NA,NA,"Fresh, Citrus, Aquatic, Fruity, Spicy","Mandarin orange, Seawater, Orange, Aldehydes","Cedar, Neroli, Pepper","Musk, Tonka bean, Amber, Vanilla, Vetiver",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Allure_Homme_Sport_Eau_de_Toilette
NA,Allure Homme Sport Chanel 2004 Lotion Après Rasage,Chanel,2004,Lotion Après Rasage,9.3,13,"Citrus, Fresh, Creamy, Woody, Spicy","Mandarin orange, Seawater, Orange, Aldehydes","Cedar, Neroli, Pepper","Musk, Tonka bean, Amber, Vanilla, Vetiver",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/allure-homme-sport-lotion-apres-rasage
NA,Allure Homme Sport Chanel All-Over Spray,Chanel,NA,All-Over Spray,NA,NA,NA,"Mandarin orange, Seawater, Orange, Aldehydes","Cedar, Neroli, Pepper","Musk, Tonka bean, Amber, Vanilla, Vetiver",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/allure-homme-sport-all-over-spray
NA,Allure Homme Sport Cologne,Chanel,2016,NA,8.1,242,"Citrus, Fresh, Fruity, Green, Spicy",Sicilian mandarin orange,"Lovage, Elemi resin","White musk, Cedarwood, Amber",Olivier Polge,https://www.parfumo.com/Perfumes/Chanel/Allure_Homme_Sport_Cologne
NA,Allure Homme Sport Cologne Sport,Chanel,2007,NA,7.6,161,"Fresh, Citrus, Woody, Spicy, Aquatic","Grapefruit, Lemon, Bergamot, Aldehydes, Mandarin orange, Neroli, Orange","Spices, Elemi resin","Cedar, Pepper, Tonka bean, Vetiver, White musk",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Allure_Homme_Sport_Cologne_Sport
NA,Allure Homme Sport Eau Extrême,Chanel,2012,NA,NA,NA,"Fresh, Sweet, Citrus, Spicy, Creamy","Mandarin orange, Mint, Cypress","Black pepper, Clary sage","Tonka bean, White musk, Sandalwood, Cedar",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Allure_Homme_Sport_Eau_Extrme
NA,Allure Homme Vaporisateur de Voyage,Chanel,2001,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Chanel/Allure_Homme_Vaporisateur_de_Voyage
NA,Allure Sensuelle Chanel 2005 Eau de Parfum,Chanel,2005,Eau de Parfum,7.9,391,"Floral, Oriental, Spicy, Sweet, Fruity","Pink pepper, Mandarin orange, Bergamot, Orange","Candied fruits, Jasmine, Iris, Vetiver, Rose","Patchouli, Frankincense, Amber, Vanilla",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Allure_Sensuelle
NA,Allure Sensuelle Chanel 2005 Eau de Toilette,Chanel,2005,Eau de Toilette,7.7,68,"Floral, Oriental, Sweet, Citrus, Fruity","Pink pepper, Mandarin orange, Bergamot, Orange","Candied fruits, Jasmine, Iris, Vetiver, Rose","Patchouli, Frankincense, Amber, Vanilla",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Allure_Sensuelle_Eau_de_Toilette
NA,Allure Sensuelle Chanel Parfum,Chanel,NA,Parfum,9.3,19,"Floral, Sweet, Oriental, Powdery, Spicy","Pink pepper, Mandarin orange, Bergamot, Orange","Candied fruits, Jasmine, Iris, Vetiver, Rose","Patchouli, Frankincense, Amber, Vanilla",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Allure_Sensuelle_Parfum
NA,Almahera,Ensar Oud / Oriscent,2023,NA,8.1,7,"Woody, Resinous, Spicy, Oriental, Floral",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/almahera
NA,Almond,Widian / AJ Arabia,2019,NA,7.9,117,"Sweet, Floral, Creamy, Gourmand, Fruity","Almond, Mandarin orange, Raspberry, Peach, Pink pepper, Coconut, Plum","Tuberose, Orange blossom, Violet, Honeysuckle, Orchid","Musk, Ambrette, Benzoin Siam, Patchouli, Vanilla",NA,https://www.parfumo.com/Perfumes/Widian/Almond
NA,Alpha Man,Aaron Terence Hughes,2020,NA,7.3,52,"Woody, Spicy, Fresh, Sweet, Creamy","Bergamot, Neroli","Cedarwood, Vetiver","Sensual skin accord, Sandalwood, Tonka bean, Patchouli","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/alpha-man
NA,Alya,Nabeel,NA,NA,NA,NA,NA,"Bergamot, Cardamom, Grapefruit, Jasmine, Moss, Oriental notes, Rose, Rosewood, Tagetes, Vanilla, White blossoms","Amber, Cedarwood, Damask rose, Honey, Lily of the valley, Musk, Patchouli, Saffron, Spicy notes, Ylang-ylang","Animalic notes, Gurjum balsam, Leather, Oakmoss, Oud, Precious woods, Sandalwood, Tonka bean, Vetiver, Violet","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/Alya
NA,Amanie,Amouage,NA,NA,7.4,17,"Spicy, Woody, Citrus, Oriental, Animal",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/Amanie
NA,Amazonia,Aaron Terence Hughes,2024,NA,7.5,3,"Floral, Powdery, Citrus","Lemon, Rose absolute",Amber,"Sandalwood, White musk","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/amazonia
NA,Amber Absolute,Clive Christian,2018,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Clive_Christian/Amber_Absolute
NA,Amber Aoud Absolue Précieux,Roja Parfums,2012,NA,9.1,191,"Oriental, Woody, Floral, Sweet, Spicy","Lemon, Lime, Bergamot","May rose, Fig, Grasse jasmine, Ylang-ylang","Ambergris, Oud, Saffron, Benzoin, Birch, Cinnamon, Musk, Oakmoss, Sandalwood, Iris, Patchouli",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Amber_Aoud_Absolue_Precieux
NA,Amber Aoud Roja Parfums 2012 Parfum,Roja Parfums,2012,Parfum,NA,NA,"Oriental, Woody, Spicy, Floral, Resinous","Lemon, Lime, Bergamot","May rose, Fig, Grasse jasmine, Ylang-ylang","Ambergris, Oud, Saffron, Benzoin, Birch, Cinnamon, Musk, Oakmoss, Sandalwood, Iris, Patchouli",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Amber_Aoud
NA,Amber Aoud Roja Parfums 2019 Hair Mist,Roja Parfums,2019,Hair Mist,7.8,5,"Sweet, Animal, Oriental, Woody, Floral","Lemon, Lime, Bergamot","May rose, Fig, Grasse jasmine, Ylang-ylang","Ambergris, Oud, Saffron, Benzoin, Birch, Cinnamon, Musk, Oakmoss, Sandalwood, Iris, Patchouli",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/amber-aoud-hair-mist
NA,Amber Pure,Amouage,2003,NA,7.2,9,"Animal, Aquatic, Oriental, Earthy, Fresh",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/Amber_Pure
NA,Amber,Roja Parfums,2014,NA,8.1,178,"Spicy, Oriental, Sweet, Woody, Powdery","Lavender, Orange, Bergamot","Geranium, May rose","Cocoa, Sandalwood, Ambergris, Benzoin, Labdanum, Patchouli, Tonka bean, Vanilla, Cedarwood",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Amber
NA,Amber Sogara,Amouage,2023,NA,9,7,"Oriental, Resinous, Animal, Aquatic, Powdery",Aldehydes,Rosa centifolia,Ambrette,Elise Bénat,https://www.parfumo.com/Perfumes/Amouage/amber-sogara
NA,Ambré Extrême,Aaron Terence Hughes,2020,NA,8.2,61,"Powdery, Sweet, Spicy, Woody, Citrus","Bergamot, Yuzu","Damask rose absolute, Cedarwood, Tonka bean","Benzoin, Sandalwood, Vanilla absolute","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/ambre-extreme
NA,Ambre,Chanel,NA,NA,NA,NA,Sweet,NA,NA,NA,Ernest Beaux,https://www.parfumo.com/Perfumes/Chanel/Ambre
NA,Ambre de Coco,Areej Le Doré,2022,NA,7.9,72,"Spicy, Oriental, Woody, Sweet, Animal","Cocoa absolute, Peach","Spices, Herbs","Indian oud, Amber, Oakmoss, Ambergris",NA,https://www.parfumo.com/Perfumes/Areej_Le_Dore/ambre-de-coco
NA,American Oud,Ensar Oud / Oriscent,2019,NA,8.8,7,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/American_Oud
NA,Amirat Al Gharam,Nabeel,NA,NA,9.5,2,NA,"Aniseed, Bergamot, Berries","Geranium, Jasmine, Myrrh, Rose","Moss, Musk, Sandalwood, Vetiver","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/Amirat_Al_Gharam
NA,Amore Mio,Roja Parfums,2016,NA,8.3,143,"Floral, Creamy, Spicy, Sweet, Powdery","Mandarin orange, Bergamot","Heliotrope, Neroli, Orange blossom, Violet, Cistus, Gardenia, Grasse jasmine, May rose, Ylang-ylang","Cocoa, Tonka bean, Vanilla, Ambergris, Carrot seed, Cedar, Copaiba balsam, Cumin, Gaiac wood, Ginger, Gurjum balsam, Iris, Musk, Patchouli, Saffron, Sandalwood, Cinnamon, Pink pepper, Rum",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Amore_Mio
NA,Amouage Amouage 1983 Eau de Toilette,Amouage,1983,Eau de Toilette,8.8,33,"Floral, Chypre, Spicy, Powdery, Sweet","Apricot, Lily of the valley, Rose, Jasmine, Lime, Peach","Cistus, Myrrh, Omani white frankincense, Patchouli, Sandalwood, Iris","Musk, Ambergris, Civet",Guy Robert,https://www.parfumo.com/Perfumes/Amouage/amouage-eau-de-toilette
NA,Amouage Cristal & Gold,Amouage,1988,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/amouage-cristal-gold
NA,Amouage Ladies' Eau de Parfum,Amouage,1991,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/amouage-ladies-eau-de-parfum
NA,Amouage Ladies' Perfume,Amouage,1991,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/amouage-ladies-perfume
NA,Angkor,Ensar Oud / Oriscent,2023,NA,8.2,6,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/angkor
NA,Animal Farm,Ensar Oud / Oriscent,2024,NA,7.6,10,"Animal, Woody, Earthy, Leathery, Spicy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/animal-farm
NA,Animalix,Aaron Terence Hughes,2020,NA,7.9,48,"Animal, Spicy, Woody, Leathery, Creamy",NA,NA,NA,"Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/animalix
NA,Antaeus Chanel 1981 Eau de Toilette,Chanel,1981,Eau de Toilette,NA,NA,"Spicy, Woody, Animal, Leathery, Earthy","Clary sage, Coriander, Myrrh, Bergamot, Lemon, Lime","Thyme, Basil, Jasmine, Rose","Castoreum, Labdanum, Oakmoss, Patchouli","Jacques Polge, François Demachy",https://www.parfumo.com/Perfumes/Chanel/Antaeus_Eau_de_Toilette
NA,Antaeus Chanel 1981 Lotion Après Rasage,Chanel,1981,Lotion Après Rasage,8.5,31,"Spicy, Woody, Leathery, Animal, Floral","Clary sage, Coriander, Myrrh, Bergamot, Lemon, Lime","Thyme, Basil, Jasmine, Rose","Castoreum, Labdanum, Oakmoss, Patchouli","Jacques Polge, François Demachy",https://www.parfumo.com/Perfumes/Chanel/antaeus-lotion-apres-rasage
NA,Antaeus Sport Cologne,Chanel,1985,NA,8.2,14,"Spicy, Woody, Resinous, Animal, Sweet",NA,NA,NA,Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Antaeus_Sport
NA,Antar,Nabeel,NA,NA,7.5,7,"Sweet, Oriental, Leathery, Woody, Floral","Apple, Melon, Strawberry, Lemon, Raspberry, Black pepper, Cardamom, Grapefruit, Lime, Mandarin orange, Pineapple, Pink pepper, Plum, Saffron, Thyme","Gardenia, Marine notes, Rose, Cyclamen, Frankincense, Jasmine, Lavender, Orchid","Tonka bean, White musk, Patchouli, Amber, Black suede, Cedarwood, Leather, Sandalwood, Tree moss, Vanilla, Woody notes","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/Antar
NA,Antiquity,Areej Le Doré,2019,NA,8.6,68,"Leathery, Animal, Woody, Spicy, Resinous","Peach aldehyde, Bergamot","Cambodian oud, Patchouli, Carnation, Angelica root","Patchouli, Russian leather, Amber, Indian oakmoss",NA,https://www.parfumo.com/Perfumes/Areej_Le_Dore/antiquity
NA,Anubis (V.2),Aaron Terence Hughes,2020,NA,7.4,21,"Sweet, Citrus, Synthetic, Fruity, Woody","Apple, Mandarin orange, Orange",Fruits,"Ambroxan, Ambergris, Cedarwood","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/anubis-v-2
NA,Anubis,Aaron Terence Hughes,2020,NA,8.4,13,"Spicy, Smoky, Resinous, Citrus, Woody",Bergamot,"Amber, Frankincense, Honey, Oakmoss, Tobacco","Cardamom, Musk, Patchouli, Sandalwood, Vanilla","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/anubis
NA,Aoud Absolue Précieux,Roja Parfums,2012,NA,9,64,"Oriental, Spicy, Woody, Animal, Floral","Vervain, Bergamot, Lemon","May rose, Geranium, Grasse jasmine, Ylang-ylang","Oud, Ambergris, Saffron, Vanilla, Cashmere wood, Cedarwood, Cinnamon, Leathery notes, Musk, Nutmeg, Patchouli, Sandalwood, Rhubarb",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Aoud_Absolue_Precieux
NA,Aoud,Roja Parfums,2011,NA,8.2,357,"Woody, Oriental, Floral, Spicy, Resinous","Vervain, Bergamot, Lemon","May rose, Geranium, Grasse jasmine, Ylang-ylang","Oud, Ambergris, Saffron, Vanilla, Cashmere wood, Cedarwood, Cinnamon, Leathery notes, Musk, Nutmeg, Patchouli, Sandalwood, Rhubarb",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Aoud
NA,Apex Roja Parfums 2022 Eau de Parfum,Roja Parfums,2022,Eau de Parfum,7.6,448,"Green, Spicy, Fresh, Woody, Citrus","Lemon, Bergamot, Mandarin orange, Orange","Cistus, Pineapple, Jasmine","Cypress, Fir balsam, Juniper berry, Oakmoss, Benzoin, Cashmere wood, Elemi resin, Frankincense, Galbanum, Labdanum, Patchouli, Amber, Leather, Musk, Sandalwood, Tobacco, Ambergris, Rum",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/apex-eau-de-parfum
NA,Apex Roja Parfums 2022 Parfum,Roja Parfums,2022,Parfum,8.1,174,"Spicy, Woody, Green, Citrus, Fougère","Lemon, Bergamot, Mandarin orange, Orange","Cistus, Pineapple, Jasmine","Cypress, Fir balsam, Juniper berry, Oakmoss, Benzoin, Cashmere wood, Elemi resin, Frankincense, Galbanum, Labdanum, Patchouli, Amber, Leather, Musk, Sandalwood, Tobacco, Ambergris, Rum",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/apex-parfum
NA,Aquilaria Blossom,Areej Le Doré,2022,NA,7.8,119,"Citrus, Resinous, Animal, Woody, Floral","Japanese yuzu, Orange, Bergamot, Mandarin orange leaf, White ambergris","Malaysian propolis, Tonka bean, Magnolia, Oud, Patchouli, Texas cedar, Frankincense, Neroli","Myrrh, Vanilla, Castoreum, Saffron",NA,https://www.parfumo.com/Perfumes/Areej_Le_Dore/aquilaria-blossom
NA,Arab Tradition التقاليد العربية,Nabeel,NA,NA,8.4,35,"Leathery, Spicy, Fruity, Smoky, Woody","Raspberry, Saffron, Thyme","Frankincense, Jasmine","Leather, Amber, Black suede, Woody notes","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/arab-tradition
NA,Arabica,Aaron Terence Hughes,2020,NA,7.8,92,"Spicy, Woody, Sweet, Floral, Gourmand",French lavender,"Arabica coffee, Vanilla absolute, Fruits","Sandalwood, Musk","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/arabica
NA,Arabica,Annette Neuffer,2008,NA,7.4,59,"Spicy, Woody, Floral, Resinous, Oriental","Green bitter orange, Black pepper, Bergamot, Nutmeg","Egyptian carnation, Coffee blossom absolute, Anatolian rose, Bulgarian rose otto, Coffee absolute, Egyptian jasmine","Benzoin Siam, Somalian myrrh, Bourbon vetiver, Patchouli, Texas cedar, Indian sandalwood, Tolu balm, Vanilla absolute",Annette Neuffer,https://www.parfumo.com/Perfumes/Annette_Neuffer/Arabica
NA,Arbab,Nabeel,NA,NA,9.5,2,"Smoky, Animal, Spicy, Leathery, Woody","Bergamot, Ginger, Juniper, Lavender, Tarragon","Cedar, Nutmeg, Patchouli, Sandalwood","Labdanum, Musk",NA,https://www.parfumo.com/Perfumes/Nabeel/Arbab
NA,Archipelago,Ensar Oud / Oriscent,NA,NA,8.6,8,"Spicy, Woody, Earthy, Resinous, Green",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/Archipelago
NA,Arcus,Amouage,2005,NA,7.3,25,"Fresh, Floral, Green, Spicy, Citrus","Lime, Bergamot, Fig leaf","Cyclamen, Geranium, Basil, Lavender","Amber, Lychee, Patchouli, Teakwood",NA,https://www.parfumo.com/Perfumes/Amouage/Arcus
NA,Aroha d'Yusuf,Ensar Oud / Oriscent,NA,NA,8.5,2,"Synthetic, Sweet, Animal",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/aroha-d-yusuf
NA,Aroha Ghalia,Ensar Oud / Oriscent,2023,NA,8.6,12,"Smoky, Green, Woody, Spicy, Earthy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/aroha-ghalia
NA,Aroha Kush,Ensar Oud / Oriscent,2018,NA,8.1,8,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/Aroha_Kush
NA,Aroha Kyaku Ensar Oud / Oriscent 2024 Pure Parfum,Ensar Oud / Oriscent,2024,Pure Parfum,7.8,23,"Woody, Smoky, Spicy, Resinous, Oriental",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/aroha-kyaku-pure-parfum
NA,Aroha Kyaku Ensar Oud / Oriscent Oud Oil,Ensar Oud / Oriscent,NA,Oud Oil,8.4,29,"Smoky, Woody, Earthy, Animal, Resinous",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/aroha-kyaku-oud-oil
NA,Asana,Amouage,2005,NA,NA,NA,NA,"Cardamom, Mandarin orange, Nutmeg","Apricot blossom, Cyclamen, Freesia, Jasmine, Violet","Amyris, Cedarwood, Crystal amber, Frankincense, Tonka bean",NA,https://www.parfumo.com/Perfumes/Amouage/Asana
NA,Asateer,Nabeel,NA,NA,7.8,14,"Citrus, Leathery, Powdery, Woody, Fresh","Cashmeran, Citrus notes, Leather, Mandarin orange, Neroli, Pamplewood®, Saffron, Tuberose","Jasmine, Lychee, Magnolia, Orange blossom, Oud, Papyrus, Pink peony","Amber, Maté, Musk",NA,https://www.parfumo.com/Perfumes/Nabeel/asateer
NA,Asateer Ruaa رؤى اساطير,Nabeel,2024,NA,NA,NA,NA,"Blackcurrant, Orange, Red berries","Frankincense, Jasmine, Rose","Amber, Oud, Vanilla",NA,https://www.parfumo.com/Perfumes/Nabeel/asateer-ruaa
NA,Aseer Al Shawq (Bronze),Nabeel,NA,NA,NA,NA,NA,"Bergamot, Lemon, Lime, Pink pepper, Plum, Saffron","Carnation, Cyclamen, Geranium, Iris, Jasmine, Lavender, Orchid, Rose, Ylang-ylang","Ambergris, Cedarwood, Gurjum balsam, Nagarmotha, Oud, Patchouli, Sandalwood, Tonka bean, Vanilla, White musk",NA,https://www.parfumo.com/Perfumes/Nabeel/Aseer_Al_Shawq_Bronze
NA,Aseer Al Shawq (Silver),Nabeel,NA,NA,NA,NA,NA,"Coffee, Lemon","Cardamom, Lavender","Amber, Cedarwood, Patchouli",NA,https://www.parfumo.com/Perfumes/Nabeel/Aseer_Al_Shawq_Silver
NA,Ashjan,Amouage,NA,NA,NA,NA,"Floral, Woody, Citrus",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/Ashjan
NA,Ashjan,Nabeel,NA,NA,9.3,2,NA,"Bergamot, Carnation, Cedar leaf, Cinnamon, Clove, Jasmine, Lemon, Orange, Oregano, Pimento","Amber, Frankincense, Geranium, Heliotrope, Labdanum, Opoponax, Patchouli, Rose, Sandalwood","Leather, Musk, Myrrh, Oud, Patchouli, Sandalwood, Vanilla, White musk",NA,https://www.parfumo.com/Perfumes/Nabeel/Ashjan
NA,Ashore,Amouage,2020,NA,7.6,189,"Floral, Creamy, Spicy, Fresh, Sweet","Curcuma leaf, Cardamom, Pink pepper CO2","Jasmine sambac absolute, Solar note, Rose absolute","Ambergris, Frankincense absolute, Sandalwood",Mackenzie Reilly,https://www.parfumo.com/Perfumes/Amouage/ashore
NA,Ashwaq,Amouage,NA,NA,NA,NA,"Smoky, Animal, Citrus, Spicy, Oriental",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/Ashwaq
NA,Asrar,Amouage,2010,NA,8.7,24,"Spicy, Oriental, Sweet, Resinous, Woody","Saffron, Spices","Ambergris, Vanilla","Oud, Sandalwood, Moss",NA,https://www.parfumo.com/Perfumes/Amouage/Asrar
NA,Assam 3000,Ensar Oud / Oriscent,NA,NA,9.5,2,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/Assam_3000
NA,Assam Black,Ensar Oud / Oriscent,NA,NA,NA,NA,"Woody, Oriental, Spicy, Animal",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/Assam_Black
NA,Assam Kinam,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/Assam_Kinam
NA,Assam Organic,Ensar Oud / Oriscent,NA,NA,8,11,"Animal, Leathery, Resinous, Oriental, Spicy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/Assam_Organic
NA,Assam Wilde,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/Assam_Wilde
NA,Assamugo Senkoh,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/assamugo-senkoh
NA,Aswan,Widian / AJ Arabia,2021,NA,8.4,301,"Fruity, Leathery, Spicy, Sweet, Woody","Raspberry, Italian bergamot, Pink pepper CO2","Violet leaf, Ambrofix, Virginia cedar","Leather, Musk, Patchouli, Vanilla, Coumarin",NA,https://www.parfumo.com/Perfumes/Widian/aswan
NA,ATH x FM - Smoulder,Aaron Terence Hughes,2021,NA,8.1,44,"Woody, Smoky, Spicy, Sweet, Leathery","Neroli, Lemon","Tobacco, Frankincense","Sandalwood, Frankincense, Patchouli, Sensual skin accord","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/ath-x-fm-smoulder
NA,Atheer,Amouage,NA,NA,8.9,4,"Fresh, Woody, Spicy, Citrus, Floral",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/atheer
NA,Athena,Aaron Terence Hughes,NA,NA,7.8,8,"Fresh, Spicy, Green, Woody, Fruity",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/athena
NA,Athena,Aaron Terence Hughes,2023,NA,8.2,5,"Fruity, Floral, Creamy","Bergamot, Rose","Amber, Lily, Peony, Raspberry","Rose, Sandalwood, White musk","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/athena-2023
NA,Atlantic Ambergris,Areej Le Doré,2017,NA,8.3,41,"Spicy, Animal, Woody, Resinous, Smoky","Russian pine, Bergamot, Cardamom","White ambergris, Champaca flower, Clove, Jasmine sambac, Nutmeg, Tonka bean absolute, Ylang-ylang","Opoponax, Nagarmotha, Violet leaf, Labdanum, Oakmoss, Orris root",NA,https://www.parfumo.com/Perfumes/Areej_Le_Dore/Atlantic_Ambergris
NA,Atlantic Ambergris II,Areej Le Doré,2021,NA,8.6,221,"Spicy, Oriental, Resinous, Woody, Floral","Russian pine, Bergamot, Cardamom","Clove, Irish white ambergris, Nutmeg, Tonka bean absolute, White champaca, Jasmine sambac, Ylang-ylang","Labdanum, Oakmoss, Nagarmotha, Opoponax, Violet leaf, Orris root",NA,https://www.parfumo.com/Perfumes/Areej_Le_Dore/atlantic-ambergris-ii
